,NUM_EJERC,NUM_DCMAT,COD_CL_OPERC,DSC_CL_OPERC,COD_CL_DCMAT,CL_DCREV,FCH_DCMAT,FCH_CONTB_DCMAT,NUM_DC_REF,TXT_CAB,TXT_CAB_AD,NUM_ENTREGA,NUM_DATO_COMEXT,COD_TRANSACC,USU_CREA,FCH_MODIF_DCMAT,NUM_POS_DCMAT,COD_CL_MOV,DSC_CL_MOV,COD_MAT,COD_CENTRO,COD_ALM,DSC_ALM,NUM_LOTE,COD_TIPO_STK,DSC_TIPO_STK,FLG_STK_ESP,NUM_CL_VAL,CTD_DCMAT,UM,COD_MAT_RECP,COD_CENTRO_RECP,COD_ALM_RECP,DSC_ALM_RECP,NUM_LOTE_RECP,NUM_CL_VAL_RECP,FLG_STK_ESP_RECP,NUM_COD_PROVEEDOR,NUM_COD_CLIENTE,NUM_PED_CLI,NUM_POS_PED_CLI,FLG_DEBHAB,COD_MON,IMP_MON_LOC,NUM_OC,NUM_POS_OC,NUM_EJERC_OC,FLG_ENTRG_FINAL,TXT_DET,COD_DEST_MERC,COD_SOC_CO,COD_CC,NUM_ORDEN,NUM_ACTFIJO,NUM_SUB_ACTFIJO,COD_SOC,NUM_RESERVA,NUM_POS_RESERVA,FLG_SAL_FIN_RESERVA,COD_CBENEFICIO,NUM_CTA_MAYOR,CTD_STK_ANT,IMP_STK_ANT,COD_EMPRESA
665,2021,4900139245,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304464, , ,6000304464, ,VL02N,ALMACENPT1,0,12,601,EM ENTREG.SAL.MRCÍAS,004-06233,CR01,A004,ALM.PT NACIONAL,0900122469, ,LIBRE UTILIZACIÓN, , ,60.0,ST,-, , ,, , , , ,0000005433, ,0,H,PEN,9.37, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,4464.0,696.97,1
666,2021,4900139245,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304464, , ,6000304464, ,VL02N,ALMACENPT1,0,13,601,SM SUMINISTR.PEDCLIE,004-00000,CR01,A004,ALM.PT NACIONAL,0900029125, ,LIBRE UTILIZACIÓN,E,40,60.0,ST,-, , ,, , , , , ,2000257835,130,H,PEN,11.0, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,105720.0,19377.57,1
667,2021,4900139245,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304464, , ,6000304464, ,VL02N,ALMACENPT1,0,14,601,EM ENTREG.SAL.MRCÍAS,004-06234,CR01,A004,ALM.PT NACIONAL,0900124208, ,LIBRE UTILIZACIÓN, , ,60.0,ST,-, , ,, , , , ,0000005433, ,0,H,PEN,10.23, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,3420.0,583.09,1
668,2021,4900139245,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304464, , ,6000304464, ,VL02N,ALMACENPT1,0,15,601,SM SUMINISTR.PEDCLIE,004-00000,CR01,A004,ALM.PT NACIONAL,0900030413, ,LIBRE UTILIZACIÓN,E,45,60.0,ST,-, , ,, , , , , ,2000257835,150,H,PEN,11.4, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,64296.0,12220.17,1
669,2021,4900139245,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304464, , ,6000304464, ,VL02N,ALMACENPT1,0,16,601,SM SUMINISTR.PEDCLIE,004-00000,CR01,A004,ALM.PT NACIONAL,0900029155, ,LIBRE UTILIZACIÓN,E,50,60.0,ST,-, , ,, , , , , ,2000257835,160,H,PEN,12.15, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,95264.0,19285.96,1
670,2021,4900139245,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304464, , ,6000304464, ,VL02N,ALMACENPT1,0,17,601,SM SUMINISTR.PEDCLIE,004-00000,CR01,A004,ALM.PT NACIONAL,0900029162, ,LIBRE UTILIZACIÓN,E,50,120.0,ST,-, , ,, , , , , ,2000257835,170,H,PEN,24.29, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,95264.0,19285.96,1
671,2021,4900139246,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304466, , ,6000304466, ,VL02N,ALMACENPT1,0,1,601,SM SUMINISTR.PEDCLIE,004-00019,CR01,A004,ALM.PT NACIONAL,0900028923, ,LIBRE UTILIZACIÓN,E,15,120.0,ST,-, , ,, , , , , ,2000257837,10,H,PEN,27.2, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,216252.0,49017.22,1
672,2021,4900139246,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304466, , ,6000304466, ,VL02N,ALMACENPT1,0,2,601,EM ENTREG.SAL.MRCÍAS,004-06166,CR01,A004,ALM.PT NACIONAL,0900123116, ,LIBRE UTILIZACIÓN, , ,120.0,ST,-, , ,, , , , ,0000005433, ,0,H,PEN,30.67, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,66936.0,17105.17,1
673,2021,4900139247,WL,SM NOTA DE ENTREGA,WL,PR,20210223,20210223,6000304468, , ,6000304468, ,VL02N,ALMACENPT1,0,1,601,EM ENTREG.SAL.MRCÍAS,004-06165,CR01,A004,ALM.PT NACIONAL,0900123115, ,LIBRE UTILIZACIÓN, , ,240.0,ST,-, , ,, , , , ,0000005433, ,0,H,PEN,54.4, ,0,0, , ,0000005433,CREY, , , , ,REY1,0,0, ,0000103201,0069211100,142428.0,32283.73,1
674,2021,4900139248,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-12190,CR01,A105,A.PP CIERRES,0900376255, ,LIBRE UTILIZACIÓN,E, ,2900.0,ST,-, , ,, , , , , , ,0,S,PEN,638.0, ,0,0, , , ,CREY, ,035000527085, , ,REY1,0,0, ,0000103201,0071111100,60704.0,13354.88,1
675,2021,4900139249,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM ORDEN DSD.PEDCLIE,003-07747,CR01,A106,A.DIENTES,0900246723, ,LIBRE UTILIZACIÓN,E, ,9.315,KG,-, , ,, , , , , , ,0,H,PEN,267.51, ,0,0, , , ,CREY, ,035000527085, , ,REY1,6894351,1, ,0000103204,0071311100,1466.407,42113.32,1
676,2021,4900139249,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-08223,CR01,A105,A.PP CIERRES,0002152104, ,LIBRE UTILIZACIÓN, , ,0.339,KG,-, , ,, , , , , , ,0,H,PEN,6.2, ,0,0, , , ,CREY, ,035000527085, , ,REY1,6894351,3, ,0000103303,0071311100,1739.473,31836.74,1
677,2021,4900139249,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-08224,CR01,A105,A.PP CIERRES,0002158743, ,LIBRE UTILIZACIÓN, , ,0.454,KG,-, , ,, , , , , , ,0,H,PEN,7.55, ,0,0, , , ,CREY, ,035000527085, , ,REY1,6894351,4, ,0000103303,0071311100,699.509,11633.33,1
678,2021,4900139249,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00039,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.007,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000527085, , ,REY1,6894351,6, ,0000103201,0071221100,8.047,0.0,1
679,2021,4900139249,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00242,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.127,KG,-, , ,, , , , , , ,0,S,PEN,0.01, ,0,0, , , ,CREY, ,035000527085, , ,REY1,6894351,5, ,0000103201,0071221100,2948.385,153.44,1
680,2021,4900139250,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00027,CR01,A105,A.PP CIERRES,0900056927, ,LIBRE UTILIZACIÓN,E,14,200.0,ST,-, , ,, , , , , , ,0,S,PEN,54.81, ,0,0, , , ,CREY, ,035000527101, , ,REY1,0,0, ,0000103201,0071111100,58976.0,16162.13,1
681,2021,4900139251,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM ORDEN DSD.PEDCLIE,003-07747,CR01,A106,A.DIENTES,0900254260, ,LIBRE UTILIZACIÓN,E, ,1.332,KG,-, , ,, , , , , , ,0,H,PEN,38.25, ,0,0, , , ,CREY, ,035000527101, , ,REY1,6894367,1, ,0000103204,0071311100,1457.092,41845.81,1
682,2021,4900139251,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-08223,CR01,A105,A.PP CIERRES,0002152104, ,LIBRE UTILIZACIÓN, , ,0.024,KG,-, , ,, , , , , , ,0,H,PEN,0.44, ,0,0, , , ,CREY, ,035000527101, , ,REY1,6894367,2, ,0000103303,0071311100,1739.134,31830.54,1
683,2021,4900139251,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-08224,CR01,A105,A.PP CIERRES,0002158743, ,LIBRE UTILIZACIÓN, , ,0.032,KG,-, , ,, , , , , , ,0,H,PEN,0.53, ,0,0, , , ,CREY, ,035000527101, , ,REY1,6894367,3, ,0000103303,0071311100,699.055,11625.78,1
684,2021,4900139251,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00039,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.001,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000527101, , ,REY1,6894367,5, ,0000103201,0071221100,8.054,0.0,1
685,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM PARA ORDEN,001-00278,CR01,A105,A.PP CIERRES,0002157588, ,LIBRE UTILIZACIÓN, , ,0.205,KG,-, , ,, , , , , , ,0,H,PEN,1.36, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,1, ,0000103101,0061211100,30978.431,205168.17,1
686,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-05523,CR01,A100,A.LLAVES ROTOP.,0002172289, ,LIBRE UTILIZACIÓN, , ,242.0,PZA,-, , ,, , , , , , ,0,H,PEN,21.06, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,6, ,0000103204,0071311100,19691.0,1713.72,1
687,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-06522,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,4.812,KG,-, , ,, , , , , , ,0,H,PEN,99.51, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,7, ,0000103204,0071311100,189.157,3911.79,1
688,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00041,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.011,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,2, ,0000103201,0071221100,352.177,0.0,1
689,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00043,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.009,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,3, ,0000103201,0071221100,348.964,35.79,1
690,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00045,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.265,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,4, ,0000103201,0071221100,581.223,0.0,1
691,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,7,531,ENTRADA SUBPRODUCTO,012-00048,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.01,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,5, ,0000103201,0071221100,2.78,0.0,1
692,2021,4900138968,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,8,531,ENTRADA SUBPRODUCTO,012-00183,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.047,KG,-, , ,, , , , , , ,0,S,PEN,0.01, ,0,0, , , ,CREY, ,036000170933, , ,REY1,6891834,8, ,0000103201,0071221100,13181.242,1736.37,1
693,2021,4900138969,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00068,CR01,A105,A.PP CIERRES,0900056312, ,LIBRE UTILIZACIÓN,E,75,120.0,ST,-, , ,, , , , , , ,0,S,PEN,82.1, ,0,0,X, , ,CREY, ,036000170975, , ,REY1,0,0, ,0000103201,0071111100,144524.0,98881.98,1
694,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM PARA ORDEN,001-00278,CR01,A105,A.PP CIERRES,0002157588, ,LIBRE UTILIZACIÓN, , ,0.103,KG,-, , ,, , , , , , ,0,H,PEN,0.68, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,1, ,0000103101,0061211100,30978.226,205166.81,1
695,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-05558,CR01,A100,A.LLAVES ROTOP.,0002175491, ,LIBRE UTILIZACIÓN, , ,121.0,PZA,-, , ,, , , , , , ,0,H,PEN,12.19, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,6, ,0000103204,0071311100,1395.0,140.48,1
696,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-14937,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,2.406,KG,-, , ,, , , , , , ,0,H,PEN,31.04, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,7, ,0000103204,0071311100,7.666,98.89,1
697,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00041,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.006,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,2, ,0000103201,0071221100,352.188,0.0,1
698,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00043,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.005,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,3, ,0000103201,0071221100,348.973,35.79,1
699,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00045,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.133,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,4, ,0000103201,0071221100,581.488,0.0,1
700,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,7,531,ENTRADA SUBPRODUCTO,012-00048,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.005,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,5, ,0000103201,0071221100,2.79,0.0,1
701,2021,4900138970,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,8,531,ENTRADA SUBPRODUCTO,012-00183,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.024,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000170975, , ,REY1,6891877,8, ,0000103201,0071221100,13181.289,1736.38,1
702,2021,4900138971,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00000,CR01,A105,A.PP CIERRES,0900035532, ,LIBRE UTILIZACIÓN,E,15,2200.0,ST,-, , ,, , , , , , ,0,S,PEN,297.07, ,0,0, , , ,CREY, ,037000373661, , ,REY1,0,0, ,0000103201,0071111100,742308.0,100235.96,1
703,2021,4900138972,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM PARA ORDEN,001-00292,CR01,A105,A.PP CIERRES,0002081676, ,LIBRE UTILIZACIÓN, , ,0.044,KG,-, , ,, , , , , , ,0,H,PEN,1.92, ,0,0, , , ,CREY, ,037000373661, , ,REY1,6912691,2, ,0000103101,0061211100,392.987,17158.08,1
704,2021,4900138972,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-01560,CR01,A101,A.TINTORERÍA,0002158230, ,LIBRE UTILIZACIÓN, , ,4.381,KG,-, , ,, , , , , , ,0,H,PEN,76.92, ,0,0, , , ,CREY, ,037000373661, , ,REY1,6912691,6, ,0000103204,0071311100,188.474,3309.09,1
705,2021,4900138972,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-05263,CR01,A100,A.LLAVES ROTOP.,0002158632, ,LIBRE UTILIZACIÓN, , ,2207.0,PZA,-, , ,, , , , , , ,0,H,PEN,94.93, ,0,0, , , ,CREY, ,037000373661, , ,REY1,6912691,7, ,0000103204,0071311100,22669.0,975.09,1
706,2021,4900138972,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00055,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.27,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000373661, , ,REY1,6912691,3, ,0000103201,0071221100,144.963,0.0,1
707,2021,4900138972,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00061,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.31,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000373661, , ,REY1,6912691,8, ,0000103205,0071221100,367.34,0.0,1
708,2021,4900138972,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00064,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.009,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000373661, , ,REY1,6912691,4, ,0000103204,0071221100,1.019,0.0,1
709,2021,4900138973,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00000,CR01,A105,A.PP CIERRES,0900046261, ,LIBRE UTILIZACIÓN,E,40,1300.0,ST,-, , ,, , , , , , ,0,S,PEN,238.28, ,0,0, , , ,CREY, ,037000373735, , ,REY1,0,0, ,0000103201,0071111100,104320.0,19120.96,1
710,2021,4900138974,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM PARA ORDEN,001-00292,CR01,A105,A.PP CIERRES,0002081676, ,LIBRE UTILIZACIÓN, , ,0.026,KG,-, , ,, , , , , , ,0,H,PEN,1.14, ,0,0, , , ,CREY, ,037000373735, , ,REY1,6912741,2, ,0000103101,0061211100,392.943,17156.16,1
711,2021,4900138974,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-01223,CR01,A101,A.TINTORERÍA,0002170377, ,LIBRE UTILIZACIÓN, , ,5.996,KG,-, , ,, , , , , , ,0,H,PEN,102.76, ,0,0, , , ,CREY, ,037000373735, , ,REY1,6912741,6, ,0000103204,0071311100,440.224,7544.86,1
712,2021,4900138974,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-05307,CR01,A100,A.LLAVES ROTOP.,0002158873, ,LIBRE UTILIZACIÓN, , ,1304.0,PZA,-, , ,, , , , , , ,0,H,PEN,40.49, ,0,0, , , ,CREY, ,037000373735, , ,REY1,6912741,7, ,0000103204,0071311100,148443.0,4609.35,1
713,2021,4900138974,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00055,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.159,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000373735, , ,REY1,6912741,3, ,0000103201,0071221100,145.233,0.0,1
714,2021,4900138974,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00061,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.183,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000373735, , ,REY1,6912741,8, ,0000103205,0071221100,367.65,0.0,1
715,2021,4900138974,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00064,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.005,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000373735, , ,REY1,6912741,4, ,0000103204,0071221100,1.028,0.0,1
716,2021,4900138975,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-02910,CR01,A105,A.PP CIERRES,0900109749, ,LIBRE UTILIZACIÓN,E,13,2300.0,ST,-, , ,, , , , , , ,0,S,PEN,604.66, ,0,0, , , ,CREY, ,035000529254, , ,REY1,0,0, ,0000103201,0071111100,27700.0,7282.27,1
717,2021,4900138976,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM ORDEN DSD.PEDCLIE,003-00068,CR01,A106,A.DIENTES,0900109752, ,LIBRE UTILIZACIÓN,E, ,13.683,KG,-, , ,, , , , , , ,0,H,PEN,404.99, ,0,0, , , ,CREY, ,035000529254, , ,REY1,6916310,1, ,0000103204,0071311100,456.616,13514.79,1
718,2021,4900138976,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-00151,CR01,A105,A.PP CIERRES,0002126801, ,LIBRE UTILIZACIÓN, , ,0.342,KG,-, , ,, , , , , , ,0,H,PEN,10.06, ,0,0, , , ,CREY, ,035000529254, , ,REY1,6916310,4, ,0000103303,0071311100,293.991,8644.12,1
719,2021,4900138976,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,531,ENTRADA SUBPRODUCTO,012-00039,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.04,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000529254, , ,REY1,6916310,6, ,0000103201,0071221100,7.499,0.0,1
720,2021,4900138976,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00040,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.003,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000529254, , ,REY1,6916310,7, ,0000103201,0071221100,17.417,8.67,1
721,2021,4900138976,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00186,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.27,KG,-, , ,, , , , , , ,0,S,PEN,0.05, ,0,0, , , ,CREY, ,035000529254, , ,REY1,6916310,5, ,0000103201,0071221100,429.127,82.16,1
